大きな石が地面にどしっと落ちた。;おおきな いし が じめん に どしっと おちた。;A large rock fell to the ground with a thud.;どしっ	ドシッ	thudding	onomatopoeia
その亀はのそりのそりと歩いていた。;その かめ は のそり のそり と あるいて いた。;The turtle was moving slowly and sluggishly.;のそりのそり	ノソリノソリ	"slow, sluggish"	action	movement
彼はのそりのそり歩いている。;かれ は のそり のそり あるいている。;He is walking slowly and lazily.;のそりのそり	ノソリノソリ	"slowly, lazily (slower motion than のそのそ)"	performing an action	walking
波がのたりと岸辺に打ち寄せた。;なみ が のたり と きしべ に うちよせた。;The waves lazily surged against the shore.;のたり	ノタリ	"lazy, wavelike motion"	performing an action
波はのたりのたりと岸へ届いた。;なみ は のたり のたり と きし へ とどいた。;The waves gently reached the shore.;のたりのたり	ノタリノタリ	wave lightly	motions
彼は重い荷物を持って、のっしのっしと歩いていた。;かれ は おもい にもつ を もって、のっし のっし と あるいて いた。;He was carrying a heavy load, walking leisurely with a plodding step.;のっしのっし	ノッシノッシ	a heavy person or animal walking at a leisurely pace	performing an action	walking
彼はのっそりと部屋を出た。;かれ は のっそり と へや を でた。;He left the room slowly.;のっそり	ノッソリ	"slow, sluggish"	action	movement
彼は椅子にのっそりと座った。;かれ は いす に のっそり と すわった。;He sat down in the chair slowly.;のっそり	ノッソリ	"slowly, sluggish"	performing an action	sitting
彼女の顔はのっぺりとした印象があります。;かのじょ の かお は のっぺり と した いんしょう が あります。;Her face gives a flat impression.;のっぺり	ノッペリ	"flat, plain"	form
彼の顔はのっぺりとして特徴がありません。;かれ の かお は のっぺり として とくちょう が ありません。;His face is plain and lacks distinctive features.;のっぺり	ノッペリ	"to look flat, plain"	the face
彼は毎日、のほほんと過ごしている。;かれ は まいにち のほほん と すごしている。;He spends every day in a carefree and unconcerned manner.;のほほん	ノホホン	"carefree and quiescent, unconcerned when you should be"	mental state	not with it
彼はいつも仕事をせずにのらくらしている。;かれ は いつも しごと を せず に のらくら している。;He is always loafing about without doing any work.;のらくら	ノラクラ	"loaf about, lead an idle life"	mental state
彼は一日中のらくら過ごしている。;かれは いちにちじゅう のらくら すごしている。;He is idling around aimlessly all day.;のらくら	ノラクラ	"idle, aimless"	work attitude
彼は仕事でのらりくらり時間を過ごしている。;かれ は しごと で のらりくらり じかん を すごして いる。;He is loafing about and wasting time at work.;のらりくらり	ノラリクラリ	"loaf about, lead an idle life"	mental state
彼は上司の質問にのらりくらりと答えて、結局何も明確にしなかった。;かれ は じょうし の しつもん に のらりくらり と こたえて、けっきょく なにも めいかく に しなかった。;He dodged his boss's questions and failed to make anything clear.;のらりくらり	ノラリクラリ	dodging the point	speech
彼はいつも仕事をのらりくらりとこなしています。;かれ は いつも しごと を のらりくらり と こなして います。;He always handles his work in an idle and aimless manner.;のらりくらり	ノラリクラリ	"idle, aimless"	work attitude
彼は車をのろのろ運転している。;かれ は くるま を のろのろ うんてん している。;He is driving the car slowly.;のろのろ	ノロノロ	"slow, sluggish"	action	movement
カメはいつものように進んで行くのに、のろのろと動いた。;かめ は いつものように すすんで いく のに、 のろのろ と うごいた。;The turtle, as usual, moved slowly forward.;のろのろ	ノロノロ	slowly	motions
彼は日曜の朝、のろのろと公園を歩きました。;かれ は にちよう の あさ、 のろのろ と こうえん を あるきました。;He wandered sluggishly through the park on Sunday morning.;のろのろ	ノロノロ	"wandering about slowly, sluggishly"	performing an action	walking
休日に海辺でのんびりと本を読みました。;きゅうじつ に うみべ で のんびり と ほん を よみました。;On my day off, I relaxed and read a book by the seaside.;のんびり	ノンビリ	relaxed	action
休日は友達と公園でのんびり散歩した。;きゅうじつ は ともだち と こうえん で のんびり さんぽ した。;On my day off, I took a leisurely walk in the park with my friends.;のんびり	ノンビリ	"quietly, relaxed, leasurely"	mental state
日曜日は、のんびり過ごしたいです。;にちようび は、のんびり すごしたい です。;I want to spend Sunday in a relaxed manner.;のんびり	ノンビリ	"relaxed, laid back"	mood	calm
彼は仕事中にのんべんだりしている。;かれ は しごとちゅう に のんべんだり している。;He's loafing around at work.;のんべんだり	ノンベンダリ	to loaf around	work attitude
彼は重い箱を持ち上げようとして、「パー」と音を出した。;かれ は おもい はこ を もちあげよう として、「ぱー」 と おと を だした。;He made a "pa" sound as he tried to lift the heavy box.;ぱー	パー	futile the sound made by someone who is exerting physical effort	action
彼の顔が真っ白になり、頭がぱーっと空っぽになった。;かれ の かお が まっしろ に なり、あたま が ぱーっと からっぽ に なった。;His face went pale, and his mind went completely blank.;ぱー	パー	"to blank out, to go insane"	mental state
彼 は 給料日 の 後 で いつも お金 を パー と 使う。;かれ は きゅうりょうび の あと で いつも おかね を ぱー と つかう。;He always blows away his money right after payday.;ぱー	パー	to blow away money	money issues
洗濯物が強風でバーッと飛ばされた。;せんたくもの が きょうふう で ばーっ と とばされた。;The laundry was scattered wildly by the strong wind.;ばーっ	バーッ	"spread out, scatter"	motions	disassociate
彼女は恥ずかしくて、顔がぱーっと赤くなった。;かのじょ は はずかしくて かお が ぱーっと あかく なった。;She was embarrassed, and her face turned bright red.;ぱーっ	パーッ	"to blush, to flush"	facial expression
彼は毎月の給料をパーッと使ってしまう。;かれ は まいつき の きゅうりょう を ぱーっ と つかって しまう。;He squanders his monthly salary.;ぱーっ	パーッ	to squander	money issues
彼女の顔は突然ぱーっと明るくなった。;かのじょ の かお は とつぜん ぱーっと あかるく なった。;Her face suddenly brightened up.;ぱーっ	パーッ	"spread, widen all of a sudden"	motions	disassociate
彼はたくさん走った後、はーはーと息をしていました。;かれ は たくさん はしった あと、 はーはー と いき を していました。;After running a lot, he was breathing with a 'haa-haa' sound.;はーはー	ハーハー	panting open mouthed	body function
